ET_ID,ADM0_EN,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
10,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Serya,TZ0101121,7912.6787109375,8078.61549618457,11791.3891493769,1260.12704447906,101.075767431439,25.773554397944,3049.95234549152,240.498540891832,59.5733641974462,453.688484562317,485.040368561206,36.3899513465788,38.9057075892484,9.27984333934369,9.9197647151627,1122.95052591508,1180.71491841533,88.545199405479,93.1067385975539,21.9349576753897,23.0636297484586
11,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Kilimani,TZ0101133,8861.2919921875,9047.12214655566,13205.0025109335,1411.19766090669,113.193258726196,28.8634228104088,3415.59657392627,269.330762993291,66.7153304709315,508.079031395857,543.189543116158,40.7525689142161,43.5699271644189,10.3923594620383,11.1089979570826,1257.57570431355,1322.26519410523,99.1604607114716,104.268861063796,24.5646350494715,25.8286182299167
12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Chemchem,TZ0101142,13406.7265625,13687.8790252422,19978.5604714633,2135.07704994891,171.256185869777,43.6690290330282,5167.64026677076,407.48503688898,100.937221563083,768.700168335449,821.820755098478,61.656759379335,65.9192926219337,15.7231611112234,16.807402140149,1902.65410667425,2000.52632461597,150.025208935931,157.753983335395,37.1651611871295,39.0775095100115
13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Hondo mairo,TZ0101151,10224.90234375,10439.3287708008,15237.0400662012,1628.35828942561,130.611881141778,33.3050394686229,3941.20196522515,310.776436686887,76.9817470745466,586.264224619831,626.777679530885,47.0237339850864,50.2746383680004,11.9915764782576,12.8184941144284,1451.09638389248,1525.74054598195,114.419661154373,120.314162179884,28.3447373940671,29.8032272616382
14,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Bolisa,TZ0101161,4570.2841796875,4666.12760921973,6810.58858252959,727.836792844663,58.3803535714324,14.8865475551809,1761.62200723921,138.909554757549,34.4089800519768,262.045936559439,280.15447156737,21.0184723801533,22.4715480547576,5.35994481175591,5.72955700593066,648.605006047744,681.969142118152,51.1428226538202,53.7775221236404,12.6694124339178,13.3213221484462
15,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Kinyasi,TZ0101171,11281.05859375,11517.6336735195,16810.9128090793,1796.55557159011,144.103115576547,36.7452019668773,4348.29877144836,342.877327719867,84.9333881343167,646.820952123651,691.519145154923,51.8809354406137,55.4676340313095,13.2302170069475,14.1425490754831,1600.98383158407,1683.33817961629,126.238359875241,132.741718950386,31.2725376357635,32.8816786428184
16,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Salanka,TZ0101181,10898.8359375,11127.3954259453,16241.328696518,1735.68502145802,139.220641547019,35.5002081053966,4200.97054929796,331.260024088309,82.0556914228577,624.905489103556,668.089226560645,50.1231155704259,53.5882903297268,12.7819533404543,13.6633739494208,1546.73960550937,1626.30363937054,121.961176060338,128.244189574861,30.2129675339432,31.767587935074
17,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Itololo,TZ0101191,8901.1591796875,9087.82538884473,13264.4121671671,1417.54667658031,113.702518196864,28.9932801145231,3430.9634334268,270.542489233351,67.0154845106984,510.364892422368,545.633367265339,40.9359158017176,43.765949421349,10.439114962659,11.1589776332836,1263.23357073343,1328.21410025397,99.6065862519973,104.737969432881,24.67515199353,25.9448218677999
18,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Itaswi,TZ0101201,12147.2724609375,12402.0129117158,18101.7354454737,1934.50373809875,155.168044987204,39.5666750788022,4682.18203809407,369.205095947194,91.4549816512517,696.486971820361,744.61730681953,55.8646028728719,59.7267054100027,14.2460966198472,15.2284819269755,1723.91506046976,1812.5929709315,135.931547530123,142.934265753825,33.673793292502,35.4064918755581
19,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Suruke,TZ0101211,4129.658203125,4216.26126530273,6153.9724669541,657.665270677473,52.7518413623217,13.4513196139297,1591.7821489819,125.517136296802,31.0915735534255,236.781808080533,253.144479897407,18.9920590206693,20.3050421183203,4.84318681068943,5.17716429866113,586.072305025932,616.219769121428,46.2120885265732,48.5927738079546,11.4479408565093,12.0369992595435
20,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Kingale,TZ0101221,14003.5625,14297.2312091875,20867.9589993812,2230.1256590781,178.880108515605,45.6130715076129,5397.69145852906,425.625312434624,105.430709289517,802.920892050974,858.406282411172,64.4015733065697,68.8538645047821,16.4231192671933,17.5556281568795,1987.35579296592,2089.58505188094,156.703978418287,164.776819677989,38.8196667605856,40.8171483334667
21,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Kondoa mjini,TZ0101232,14845.78125,15157.1121285938,22123.0243688906,2364.25250322448,189.638526696255,48.3563865796742,5722.32577590995,451.22377129872,111.771647189386,851.211106062734,910.033564123557,68.2748885838995,72.9949547234951,17.4108578501658,18.6114794234234,2106.8816858776,2215.25933729323,166.128653662424,174.687021249779,41.1544048827254,43.2720213451004
22,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Kolo,TZ0101241,6603.46533203125,6741.94660350928,9840.41338071392,1051.62936044278,84.352006510685,21.5091221528796,2545.31433836196,200.706212800993,49.7164941938732,378.622245233826,404.786719572252,30.3689548040509,32.4684598818126,7.74442208721713,8.27846356353861,937.149748948665,985.356579686525,73.8947170676412,77.7015146157246,18.3056506981372,19.2475753203818
23,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Changaa,TZ0101251,11942.3916015625,12192.8354958389,17796.4241810583,1901.87560782503,152.550917355733,38.8993273743011,4603.21044321137,362.97793198207,89.9124645722047,684.739738045131,732.058287153406,54.9223676606428,58.719330398749,14.0058161348577,14.9716321301006,1694.83880485646,1782.02103745625,133.638870522696,140.523478040291,33.1058373393965,34.8093115203594
24,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Thawi,TZ0101261,13562.10546875,13846.5163825352,20210.1044550027,2159.82178799022,173.240980496933,44.1751366154064,5227.53126915684,412.207634836352,102.107045905608,777.609113470814,831.345347806882,62.3713379746856,66.683272370504,15.90538662055,17.0021935942198,1924.70515043119,2023.71167047904,151.763944544935,159.582292525783,37.5958913932645,39.5304031122144
25,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Mnenia,TZ0101271,14479.2958984375,14782.9412127236,21576.8918193854,2305.88818441662,184.957079424757,47.1626530174244,5581.06351840905,440.084788467637,109.012434270569,830.197971340753,887.56832870986,66.5894436669766,71.1929894921854,16.9810506037319,18.1520334390909,2054.87086459802,2160.57308782218,162.027574910366,170.374669254418,40.1384606028115,42.2038012434821
26,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Kondoa,TZ0101,Soera,TZ0101281,9410.7138671875,9608.06594769629,14023.7451102444,1498.69538308248,120.211518873987,30.6530259397712,3627.3719533568,286.029932022978,70.8518448743504,539.581179651868,576.868629362541,43.2793283126938,46.2713696964327,11.0367112818792,11.7977831243395,1335.54848774373,1404.24888483939,105.308652904889,110.733786629988,26.0877027758787,27.4300560190169
27,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Mazae,TZ0102011,9885.2734375,10092.5775067578,14730.9287041367,1574.27097140259,126.273495419928,32.1987840006422,3810.29155965262,300.453730637302,74.4247322805497,566.790955273367,605.958721011334,45.4618003055039,48.6047231094478,11.593265974489,12.3927168317225,1402.89697218603,1475.06176437286,110.619113915396,116.317824030746,27.4032426163713,28.8132874913305
28,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Vingh'awe,TZ0102023,17307.650390625,17670.6091269668,25791.6754202502,2756.31541862907,221.086197174837,56.3753041339546,6671.25645211237,526.050003705772,130.306688517195,992.367055950728,1060.94401543098,79.5968822502357,85.0996748071951,20.2980924746913,21.6978125764128,2456.26491590533,2582.61478387598,193.677692607417,203.655290392405,47.9790210935812,50.4478009290795
29,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Matomondo,TZ0102031,21428.505859375,21877.883055752,31932.5301466279,3412.57881719009,273.725593287585,69.7979510617369,8259.64557563037,651.29958904412,161.331987611615,1228.64414251223,1313.54889531661,98.5484580050825,105.361434919245,25.1309556012098,26.863941288133,3041.08795559938,3197.52102565994,239.791275950219,252.144484373813,59.4025596442472,62.4591422523139
30,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Kimagai,TZ0102041,9244.939453125,9438.81507839648,13776.7098521947,1472.2951171202,118.093933068474,30.1130576136567,3563.47398890469,280.991372243706,69.6037543219168,530.076188302824,566.706801006773,42.5169413786833,45.4562764625346,10.8422941131339,11.5899592958526,1312.02213563778,1379.51234100568,103.453588509415,108.78315580064,25.6281548921643,26.9468619140395
31,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Kibakwe,TZ0102053,20706.8359375,21141.0789939453,30857.105350918,3297.64987606113,264.507053795406,67.4472933807805,7981.47696152364,629.365100161544,155.89864365102,1187.2658248564,1269.31115261616,95.2295398100318,101.813069064631,24.2845944557156,25.9592165939389,2938.67009586922,3089.83480787485,231.715577508295,243.652754174171,57.4019982957814,60.3556412147049
32,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Lumuma,TZ0102061,4674.90625,4772.94370896875,6966.49527225312,744.498293338539,59.7167854465804,15.2273275513025,1801.94872090935,142.089445686326,35.1966638346132,268.044641961977,286.567714085844,21.4996232252126,22.9859624299216,5.48264364205162,5.8607169278012,663.452747649756,697.580649134444,52.3135743570619,55.0085868626467,12.9594381973858,13.6262713042699
33,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Luhundwa,TZ0102071,15363.3056640625,15685.4895471436,22894.2337132153,2446.67042187912,196.249331864367,50.0420917783026,5921.80623735434,466.953446545851,115.668010421902,880.884352723876,941.757363573333,70.6549534059893,75.539561203723,18.0178009173912,19.2602761974863,2180.32764952352,2292.48334936933,171.91990389694,180.776616454923,42.5890487666923,44.7804854073688
34,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Massa,TZ0102081,15741.4853515625,16071.6000408701,23457.7930370052,2506.89711239705,201.080161414947,51.2739166891897,6067.5760919187,478.44786788675,118.515268231621,902.568004440577,964.939451676292,72.394179896933,77.3990261049998,18.4613230648621,19.7343828378669,2233.99810607593,2348.91460548184,176.151845703765,185.226573112243,43.6374112419105,45.8827917955748
35,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Ipera,TZ0102091,15991.232421875,16326.5845569941,23829.9634488912,2546.67037364992,204.270405543108,52.0874047553144,6163.84142641615,486.038698779345,120.395576243674,916.887727759728,980.248731309245,73.5427522160719,78.6270029815812,18.754221812761,20.0474793588184,2269.44167887834,2386.1813899073,178.946588792624,188.165291596913,44.3297420715807,46.6107467866561
36,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Rudi,TZ0102101,12497.70703125,12759.7964454023,18623.9492925035,1990.31190313403,159.644461182377,40.7081272710142,4817.25750099496,379.85623014802,94.0933506596818,716.579804469254,766.098643210203,57.4762311759653,61.4497508437692,14.6570798067034,15.667805778297,1773.64798902748,1864.88415324938,139.853013324507,147.057751759712,34.6452427533746,36.4279276593182
37,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Mlunduzi,TZ0102111,12280.18359375,12537.7113238945,18299.7981934418,1955.67038963205,156.865838520844,39.9995995582077,4733.41280785894,373.244806730029,92.4556495173675,704.107684429836,752.764644427988,56.4758534787862,60.3802137675974,14.4019723397662,15.3951065573555,1742.77752562779,1832.42571823088,137.418862153656,144.498201628331,34.0422399563101,35.7938971107029
38,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Wotta,TZ0102121,16785.763671875,17137.7779218379,25013.9654161568,2673.20278478205,214.419668362411,54.6753898284901,6470.09453462768,510.187740247923,126.377482150845,962.443688252808,1028.95281047282,77.1967554414109,82.5336193895356,19.6860333771584,21.0435469797556,2382.19986326034,2504.73983696335,187.837626901866,197.514364913777,46.53228434294,48.9266217568164
39,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Mima,TZ0102131,17856.796875,18231.2717622656,26610.0076353984,2843.76928370071,228.100939510293,58.1640102478418,6882.92568186674,542.740802492472,134.441129546148,1023.85341416144,1094.60622046998,82.1223751431707,87.7997632759996,20.9421213214973,22.3862524989929,2534.19861648398,2664.55738134308,199.822803098835,210.116975498081,49.5013254019445,52.0484360181532
40,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Berege,TZ0102141,13686.650390625,13973.6731359668,20395.6999649502,2179.6560855828,174.831904887784,44.5808102736197,5275.53727198704,415.99306238632,103.044725831819,784.750133462855,838.979843913134,62.9441128607972,67.2956450560646,16.0514506029171,17.1583298871999,1942.38030073475,2042.29602764085,153.157638810205,161.04778504839,37.9411458500436,39.8934227759858
41,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Chunyu,TZ0102151,14546.0224609375,14851.0670979658,21676.3270288487,2316.51466744002,185.809437868608,47.3799979585256,5606.78335908982,442.112880534334,109.514808492331,834.023865721986,891.658609340499,66.8963152652817,71.5210761268004,17.0593062829012,18.2356854897342,2064.34055636603,2170.5298989953,162.774264748036,171.159825942711,40.3234351705566,42.398293752038
42,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Mbuga,TZ0102161,7154.0732421875,7304.10131214941,10660.9233969241,1139.31596365756,91.3854169530849,23.3025884925067,2757.54687659278,217.441430270778,53.8619380770416,410.192397071473,438.538508748999,32.9011687095557,35.1757340087471,8.39016486716732,8.96873560902272,1015.29085196455,1067.51724833851,80.0561813428971,84.1803959950229,19.83200626573,20.8524701278587
43,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Godegode,TZ0102171,9808.296875,10013.9866687656,14616.2190543484,1562.01213318347,125.290204499981,31.9480522707897,3780.62084308224,298.114099313901,73.8451873552464,562.377357645655,601.240124236519,45.1077895505455,48.2262384342504,11.5029892847741,12.2962148231768,1391.97262222815,1463.57546762908,109.757723566425,115.412057861709,27.1898537373182,28.5889186016453
44,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Mpwapwa,TZ0102183,25093.9453125,25620.1904396484,37394.7287994727,3996.31531825625,320.547550709661,81.7371952277993,9672.49400101415,762.707226382585,188.928528234813,1438.80908557311,1538.23716691609,115.405601866955,123.383968217894,29.4297152422188,31.4591356946006,3561.27932339838,3744.47095285344,280.808620283565,295.274898924265,69.5636267370971,73.1430511408945
45,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Lupeta,TZ0102191,10478.2705078125,10698.0103186318,15614.6065932478,1668.70822494161,133.848380759779,34.1303223339749,4038.86305503878,318.477327370246,78.889317755114,600.791570236804,642.30892908215,48.1889595047656,51.5204197352906,12.2887219779766,13.1361302355992,1487.05385461486,1563.54766315285,117.25492534612,123.295489273034,29.0471063588679,30.5417369041322
46,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Gulwe,TZ0102201,12979.802734375,13252.0021775176,19342.3631508764,2067.08765199582,165.802703536057,42.278432383028,5003.08191952784,394.5090825394,97.7229764728202,744.221678600002,795.650693289312,59.6933614073323,63.8201585326202,15.2224727365828,16.2721871919617,1842.065985403,1936.82156023607,145.247805875192,152.730465166844,35.9816737181396,37.8331252171096
47,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Nghambi,TZ0102211,10438.529296875,10657.4356947598,15555.3846659396,1662.37927156032,133.340730501136,34.000875366727,4023.54475336884,317.269430071126,78.5901121738796,598.512932316123,639.872827187408,48.0061919761825,51.3250168902541,12.24211422034,13.0863084904738,1481.41386652068,1557.61755498797,116.810209520338,122.82786324227,28.9369386379571,30.4259004588143
48,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Chitemo,TZ0102221,9709.1025390625,9912.71212840918,14468.4007163138,1546.21502199769,124.023105961546,31.6249517498853,3742.38625671721,295.099179344419,73.0983681658156,556.689861717576,595.159597145763,44.651600541679,47.7385115885793,11.3866560010307,12.1718594045477,1377.89517313941,1448.77387684771,108.647709805429,114.244860071443,26.9148743479213,28.2997900371246
49,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Iwondo,TZ0102231,9652.6162109375,9855.04122549707,14384.2253945456,1537.21933895356,123.301555248672,31.440961788476,3720.61352775314,293.382329717298,72.6730911236787,553.451110652138,591.697034034923,44.3918231884833,47.460774978121,11.3204098794625,12.1010450690877,1369.87875364454,1440.34509403722,108.015611198847,113.580197953948,26.7582870199223,28.135145445158
50,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Kingiti,TZ0102241,8803.630859375,8988.25180212695,13119.0765077904,1402.0148853225,112.456701175599,28.6756062191531,3393.37101496075,267.578206265768,66.2812085015499,504.77292066907,539.654965492985,40.487388702269,43.2864141779297,10.324735551247,11.0367108225223,1249.39255903721,1313.66110916617,98.5152156952964,103.590375279634,24.4047910125831,25.6605493537944
51,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Lufu,TZ0102251,6110.31298828125,6238.4523619585,9105.52303478774,973.092795505728,78.0525277341433,19.9028028238078,2355.22812325684,185.717304058203,46.0036246016283,350.346417582057,374.556906975579,28.1009757224906,30.0436879956031,7.16606213357661,7.66022094337901,867.162617662159,911.769321744123,68.3761974600822,71.8987001661964,16.9385693110561,17.8101502104614
52,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Pwaga,TZ0102261,14042.3583984375,14336.8406964111,20925.7722321167,2236.30406750613,179.375683446803,45.7394393579104,5412.64538826102,426.804477835831,105.722797755562,805.145328681393,860.784437466397,64.579993397687,69.0446193597953,16.4686183798025,17.6042648068021,1992.86162432156,2095.37410230645,157.138115919474,165.233322425849,38.9272139543102,40.9302294113176
53,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Galigali,TZ0102271,5457.1083984375,5571.54941866113,8132.1245442917,869.067243690743,69.7085575541166,17.7751536869796,2103.44956081806,165.863755531821,41.0857457962604,312.893689965843,334.516029975766,25.0969256261662,26.831958100228,6.3999958640197,6.84132811595286,774.461212172099,814.299371025688,61.0666461977087,64.2125863709734,15.1278026219212,15.906209792746
54,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Mtera,TZ0102281,13737.3525390625,14025.4385591592,20471.2557640388,2187.73061391806,175.47956906713,44.7459597291436,5295.08048133467,417.534107229003,103.42645465777,787.657237583849,842.087841806563,63.1772891064417,67.5449415374861,16.1109131454588,17.2218928601737,1949.57584175605,2049.86170612254,153.725010746776,161.644386004066,38.0816986919644,40.0412078209412
55,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Chipogoro,TZ0102291,13299.1064453125,13578.0020065771,19818.1861243657,2117.93809800201,169.881457243332,43.3184836556694,5126.15795201629,404.214023102154,100.126965937852,762.529564212762,815.223734896828,61.161820690247,65.3901372040308,15.5969462269666,16.6724837035337,1887.38088863903,1984.46745472792,148.820908207376,156.487641242551,36.8668244541764,38.7638217404238
56,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Mpwapwa,TZ0102,Malolo,TZ0102301,6399.65478515625,6533.86194565576,9536.69708453364,1019.17168189301,81.7485509441729,20.8452607212892,2466.75529683054,194.51157999301,48.1820353361564,366.93637986162,392.293309137646,29.4316418970515,31.4663474708331,7.50539684494467,8.02295556867032,908.22538980794,954.9443562137,71.6140171715312,75.3033210324208,17.7406617882095,18.6535146787614
