country,provpcode,province,ctypcode,county,scpcode,subcounty,dhis2_id,pop_f0,pop_f1,pop_f5,pop_f10,pop_f15,pop_f20,pop_f25,pop_f30,pop_f35,pop_f40,pop_f45,pop_f50,pop_f55,pop_f60,pop_f65,pop_f70,pop_f75,pop_f80,pop_m0,pop_m1,pop_m5,pop_m10,pop_m15,pop_m20,pop_m25,pop_m30,pop_m35,pop_m40,pop_m45,pop_m50,pop_m55,pop_m60,pop_m65,pop_m70,pop_m75,pop_m80,pop_f02022,pop_f12022,pop_f52022,pop_f102022,pop_f152022,pop_f202022,pop_f252022,pop_f302022,pop_f352022,pop_f402022,pop_f452022,pop_f502022,pop_f552022,pop_f602022,pop_f652022,pop_f702022,pop_f752022,pop_f802022,pop_m02022,pop_m12022,pop_m52022,pop_m102022,pop_m152022,pop_m202022,pop_m252022,pop_m302022,pop_m352022,pop_m402022,pop_m452022,pop_m502022,pop_m552022,pop_m602022,pop_m652022,pop_m702022,pop_m752022,pop_m802022,pop_f02030,pop_f12030,pop_f52030,pop_f102030,pop_f152030,pop_f202030,pop_f252030,pop_f302030,pop_f352030,pop_f402030,pop_f452030,pop_f502030,pop_f552030,pop_f602030,pop_f652030,pop_f702030,pop_f752030,pop_f802030,pop_m02030,pop_m12030,pop_m52030,pop_m102030,pop_m152030,pop_m202030,pop_m252030,pop_m302030,pop_m352030,pop_m402030,pop_m452030,pop_m502030,pop_m552030,pop_m602030,pop_m652030,pop_m702030,pop_m752030,pop_m802030,Totpop_2020,Totpop_2022,Totpop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,pop2020_f,pop2020_m,pop2022_f,pop2022_m,pop2030_f,pop2030_m,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_80,Athi River Sub County,BxfsSc6Svrc,3879.023332,14652.95789,16892.22472,17158.16723,16580.64099,16770.60485,14896.84471,13882.25586,11612.39692,8740.163732,7180.310615,5514.109674,4634.122514,3128.616738,2475.44536,1680.605428,900.8118684,1152.386376,3899.499557,14709.70159,16781.613,16704.94148,16182.72429,17870.43494,16412.68867,15197.86157,13327.20125,10237.09749,7756.246822,5439.985268,3888.679096,2572.196697,1726.45769,1197.424616,625.8358726,667.5245211,3835.190368,14487.37946,17174.32487,17175.3254,16640.3313,16777.31309,14908.76219,14781.82604,11701.81237,9204.266427,7602.512879,5975.640654,5140.632104,3155.209981,2711.850392,1707.831236,1077.100751,1135.10058,3879.612109,14634.68211,16932.64752,16716.63494,16334.8419,17893.66651,16525.93622,16371.13649,13591.07984,10824.70688,8111.482926,5974.73582,4181.496631,2536.700382,1795.688644,1110.371847,668.3927119,633.1470083,3617.735074,13665.94505,17100.47527,17924.16959,16770.12588,16936.69757,14947.52497,16166.88314,13756.65062,10098.0007,9331.324308,7647.027345,7141.880183,4071.482959,3121.339801,2164.334525,1394.630053,1342.029416,3695.330534,13939.53471,16937.72731,17112.81919,16596.19937,18351.74437,16757.29932,18451.90793,16698.00069,12302.27937,9896.820318,7560.430707,5787.191338,2958.046316,1845.429219,1092.605897,610.0420282,555.5231851,326929.8032,333909.3706,358347.1883,116616.0112,25416.24634,5180.385508,144958.7884,41058.84748,8254.738548,161731.6888,165198.1144,112520.19,116553.3838,124889.9315,129463.5201,53375.14832,59893.98334,8855.020226,10209.70616,1804.846311,2080.805447,66898.48086,74479.8255,14678.53797,16764.32743,2951.069031,3370.409749
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_75,Masinga Sub County,hpcb7MYi6nc,2032.835213,7678.989219,9863.800167,9779.493489,8533.904983,5408.19949,5054.999761,5276.984024,4809.039608,3874.401626,3497.364274,2734.578313,2736.799566,1900.201247,1458.515732,879.7787483,511.8275858,654.964686,2102.578638,7931.355941,10320.22056,10360.50478,9762.397633,6064.461941,4354.883746,4425.324914,4176.949091,3483.938475,2931.253201,2273.981476,1809.782588,1322.052891,1021.767225,730.5561313,382.6490583,456.6040849,2009.864175,7592.216641,10028.52563,9789.272983,8564.627041,5410.36277,5059.043761,5618.932589,4846.069213,4080.132353,3703.009293,2963.462518,3035.931758,1916.352957,1597.803984,894.031164,611.9922443,645.1402157,2091.855487,7890.906025,10413.10254,10367.75714,9854.16417,6072.345741,4384.932444,4766.959998,4259.652683,3683.916543,3065.504598,2497.513855,1946.059217,1303.808561,1062.740091,677.4447006,408.6691943,433.0889746,1895.904876,7161.737958,9985.40297,10216.08528,8631.431131,5461.761216,5072.197274,6145.426573,5697.038966,4476.313204,4545.073607,3792.342984,4217.819992,2472.861856,1839.072386,1133.005694,792.4075579,762.749277,1992.492352,7516.087989,10416.22647,10613.47298,10011.8308,6227.797792,4446.321498,5372.840613,5233.409287,4186.771152,3740.22216,3160.354032,2693.345957,1520.371163,1092.177991,666.6055853,372.9923736,379.9922663,150597.9401,153547.1933,163941.9453,53625.51273,11687.58242,2382.184283,66317.8798,18784.20578,3776.499271,76686.67773,73911.26238,48946.89186,44416.80077,55039.50172,49105.03267,24544.39718,27542.06334,4071.953715,4694.901857,829.9530044,956.8519611,30605.70153,34074.12664,6715.353567,7669.591221,1350.098489,1541.944652
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_77,Kangundo Sub County,vMPhBuymSKt,1243.756953,4698.269539,5714.986542,5791.657247,4995.970411,3703.974203,3647.087952,3868.63485,3310.556204,2732.140382,2529.555496,2185.237436,1853.08719,1330.567111,1087.753906,734.1923172,415.5833627,482.0472661,1275.535974,4811.59346,5803.68378,5777.346804,5501.905103,4323.682119,3564.23,3552.359956,3254.666895,2679.172187,2264.059282,1861.895556,1443.905499,1014.815992,719.5886096,518.1753627,277.1985452,312.3130532,1229.702499,4645.179093,5810.426817,5797.448905,5013.955905,3705.455793,3650.005622,4119.322388,3336.047487,2877.217036,2678.293359,2368.141809,2055.62962,1341.876931,1191.634404,746.0862327,496.9130267,474.8165571,1269.030741,4787.054333,5855.916934,5781.390947,5553.623011,4329.302906,3588.823187,3826.602145,3319.1093,2832.95667,2367.753197,2044.919889,1552.631583,1000.811532,748.4441128,480.5040139,296.0480463,296.228931,1159.978368,4381.797438,5785.441982,6050.217677,5053.064761,3740.657623,3659.495637,4505.302896,3921.857426,3156.594811,3287.337269,3030.511073,2855.886231,1731.557992,1371.571199,945.5150827,643.402987,561.3756154,1208.75178,4559.669252,5857.673709,5918.409912,5642.48098,4440.13306,3639.066712,4312.963277,4077.857686,3219.655255,2888.895676,2587.641628,2148.842111,1167.046327,769.1760147,472.8159496,270.2030518,259.911264,99281.18655,101469.305,109282.7597,35437.59668,7723.55938,1574.229906,44207.11802,12521.44376,2517.392738,50325.05837,48956.12818,34055.39617,32237.75852,38464.1306,35896.68899,16219.788,18200.74965,2690.888088,3102.553803,548.4616991,632.3209262,20401.58497,22713.61724,4476.416143,5112.505485,899.9679037,1027.851455
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,,Kalama Sub County,pJDgmrxMQTn,679.5456689,2566.974491,2974.116903,3028.805326,2914.288623,2901.941591,2580.500839,2414.316268,2027.355333,1528.095154,1258.902346,969.6953259,818.568837,554.3661017,438.8194601,297.5918289,159.772044,205.0564348,637.3631587,2404.263046,2759.033526,2753.491795,2663.899537,2891.596771,2641.283217,2449.059269,2153.471692,1656.38689,1257.934459,885.6116842,635.788675,422.5551984,284.5445119,197.5465782,103.4900151,111.2496494,671.8668029,2537.967679,3023.784655,3031.834131,2924.780062,2903.102367,2582.565239,2570.763962,2042.965969,1609.237007,1332.925804,1050.858825,908.0384109,559.0782135,480.7267186,302.4128165,191.039433,201.9805883,634.1126066,2392.001304,2783.864827,2755.419239,2688.940193,2895.355847,2659.508072,2638.126644,2196.110431,1751.463497,1315.547857,972.6673128,683.6635622,416.7239367,295.9547469,183.1849419,110.5273361,105.5202924,633.7719552,2394.064912,3010.782381,3164.022099,2947.593347,2930.68184,2589.279909,2811.644546,2401.710794,1765.493921,1636.033132,1344.784038,1261.537764,721.4345268,553.3164531,383.2477624,247.3578578,238.8016495,603.9922577,2278.381242,2784.699987,2820.722675,2731.963236,2969.476957,2696.741185,2973.432541,2698.141276,1990.538264,1605.09994,1230.813218,946.1903702,485.9417826,304.1526933,180.2539829,100.8782996,92.58350457,55227.28225,56404.62133,60529.5623,19699.00377,4293.361843,875.0808113,24485.44959,6935.380401,1394.334119,28318.71258,26908.56967,19660.47542,18913.29467,21832.91754,21006.20725,9016.234028,10117.40834,1495.807266,1724.643452,304.8781547,351.4937095,11300.03499,12580.624,2479.398493,2831.715818,498.4744477,569.306621
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_81,Machakos Sub County,KXc4ez8OAFz,2082.702649,7867.380668,9073.798336,9229.742529,8920.571232,9012.548487,8010.107636,7472.697817,6251.417016,4707.623066,3873.766843,2976.656429,2504.597583,1689.762139,1338.258129,908.2574413,487.1362794,623.4205914,2023.943282,7634.723623,8716.575689,8686.884389,8425.193567,9300.90626,8535.874117,7909.043019,6933.60176,5327.472655,4040.214663,2835.751479,2029.011325,1342.784705,900.5218954,625.4453024,326.9393029,348.7550653,2059.168109,7778.479266,9225.330768,9238.972271,8952.685288,9016.153507,8016.515723,7956.928636,6299.552927,4957.59785,4101.544333,3225.802573,2778.350099,1704.125117,1466.061781,922.9712119,582.4688493,614.0692825,2013.621171,7595.786533,8795.02487,8692.965208,8504.390387,9312.997438,8594.771648,8519.62114,7070.887075,5633.269586,4225.256494,3114.505849,2181.795878,1324.254276,936.6328234,579.9754289,349.1711755,330.7941794,1942.413277,7337.439492,9185.661846,9641.791462,9022.516233,9101.806965,8037.358663,8702.492849,7405.754421,5438.980602,5034.235514,4128.059552,3859.961793,2199.003051,1687.437109,1169.681417,754.1806661,726.0141127,1917.974166,7234.986673,8797.663378,8898.988484,8640.460633,9551.410172,8715.098452,9602.464987,8687.29186,6402.210884,5155.235449,3941.095702,3019.605495,1544.212912,962.5775526,570.6958221,318.6885319,290.238813,172974.087,176672.4988,189625.689,61701.89849,13447.81592,2740.958274,76707.48099,21727.00804,4368.139435,87030.44487,85943.6421,60594.82718,60678.32338,67267.48295,67401.28726,28240.95894,31690.09506,4685.219067,5401.987656,954.9498628,1100.96071,35400.50248,39412.30373,7767.405376,8871.137384,1561.609848,1783.511331
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_187,Loitokitok Sub County,eyADpAXM834,3524.44215,13313.51193,14967.39879,13210.29617,10567.9953,9201.503192,7322.974526,6966.849473,6342.164334,5155.665276,3631.568458,2657.954201,1822.856302,1489.640419,1157.1238,715.5533307,388.0391373,455.190358,3479.652669,13125.98918,14678.8627,12707.87532,10258.86984,7985.759872,7667.850475,6580.036216,6375.004476,5546.571779,3517.639051,2423.802144,1705.7775,1179.881677,935.1978667,605.3154358,305.4740139,338.1795318,3556.162129,13433.33354,15272.73373,13477.14415,11056.23668,9159.176277,7714.753663,7535.344389,6969.404387,5619.675151,3955.141207,3404.573537,2111.779026,1682.995746,1349.553488,686.2871995,482.2162359,471.0309825,3579.5187,13502.70506,14872.62369,12867.99455,10766.6839,7925.866673,7866.447802,7422.938855,7029.717436,6130.07113,3928.499292,3159.183714,1974.778612,1263.889252,1057.147668,553.9241553,357.0991222,338.788255,3623.72921,13688.56688,16085.24316,14591.70397,12385.19633,10147.4514,8225.470356,9513.372292,9529.963559,7892.83375,5446.624957,5534.134284,4343.5071,2759.944723,2167.517856,910.9776286,560.9621472,678.5201303,3750.619694,14148.13437,16255.77769,13544.85106,11892.87904,8804.0527,8026.136693,9257.147047,10588.1604,8825.463406,5749.751563,5507.404969,4201.736452,1942.218614,1472.289558,642.2196657,349.2072316,402.3449316,202308.4669,212535.4194,253446.1148,74226.82627,16177.60102,3297.348034,102524.1524,29039.45032,5838.280534,102890.7271,99417.73974,62198.16797,59775.03587,80096.47651,77661.01227,33973.61839,38122.89797,5636.276197,6498.542331,1148.796055,1324.445785,47314.89632,52676.90949,10381.60349,11856.80757,2087.185291,2383.769942
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_185,Kajiado East Sub County,g6gTzQ5nfYq,4768.03029,18011.13152,20879.67104,18531.13487,15169.45631,13918.9646,11398.83953,9810.921606,8981.338996,6711.037417,4513.670672,3403.645894,2351.853423,1987.383396,1341.830488,1073.977705,481.1248686,579.582353,5111.389564,19281.23636,21562.57313,19514.8226,15357.98284,12383.28635,11486.29489,9526.404945,9411.034077,7036.652372,4888.47916,3394.022265,2267.003737,1517.533733,1321.724291,806.7062316,408.5453042,454.1716929,4810.942562,18173.2317,21305.61633,18905.46379,15870.28519,13854.93737,12008.67745,10611.49281,9869.593422,7315.030785,4915.838729,4359.730026,2724.62219,2245.345761,1564.976898,1030.052017,597.8938742,599.7518189,5258.086445,19834.60785,21847.19909,19760.70937,16118.20299,12290.4117,11783.78993,10746.73742,10377.54728,7776.908202,5459.453526,4423.76862,2624.510226,1625.582135,1494.077138,738.2168725,477.5894607,454.989202,4902.350471,18518.5231,22439.07512,20468.94565,17777.89347,15349.88511,12803.6519,13397.00967,13495.68205,10273.96074,6769.601514,7086.741157,5604.002921,3682.142514,2513.509396,1367.291048,695.5299439,863.9424951,5509.422977,20782.7021,23878.98861,20800.12268,17804.16702,13652.18932,12023.00086,13402.25623,15630.66171,11196.41474,7990.456181,7711.955836,5584.170409,2498.032067,2080.80123,855.888642,467.0347336,540.3451762,289643.4585,303855.8702,360418.3488,106119.9915,23128.65804,4714.125104,145796.6153,41296.15773,8302.448951,143913.595,145729.8635,87568.22834,86391.7847,111680.8439,111437.3742,48571.12009,54503.22761,8058.024462,9290.781935,1642.401186,1893.522631,67285.13798,74910.30097,14763.37639,16861.2212,2968.1255,3389.889907
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_184,Kajiado Central Sub County,SZapM1R0Kti,3136.568225,11848.3182,13814.17345,12248.63834,9875.308322,8828.586942,7187.619221,6237.342947,5783.415975,4349.581081,2927.2548,2225.337144,1532.755606,1304.385505,878.768947,712.6273764,317.1464625,381.9450588,2974.986737,11222.2766,12601.3553,11429.97164,8908.374702,6892.697181,6310.319242,5203.538714,5229.064642,3907.926168,2746.249455,1931.872899,1291.242679,868.6730013,769.2193098,470.5309311,237.712726,266.3708679,3164.797339,11954.95306,14095.98259,12496.06084,10331.54757,8787.975442,7572.15685,6746.310131,6355.395815,4741.043378,3188.073203,2850.434348,1775.69737,1473.694744,1024.908223,683.4809167,394.1179089,395.2367468,3060.368856,11544.35594,12767.69319,11573.98929,9349.339249,6841.001953,6473.75651,5870.112023,5766.089581,4319.040001,3067.011391,2518.003136,1494.871649,930.522519,869.5255078,430.582855,277.8861767,266.8503354,3224.928489,12182.09717,14845.88886,13529.48507,11573.39958,9736.197992,8073.433633,8517.216541,8690.368237,6658.795425,4390.295608,4633.381033,3652.254351,2416.712011,1646.105097,907.2525688,458.4773635,569.3385338,3206.654488,12096.17615,13955.08866,12182.78112,10327.28013,7598.984969,6605.173767,7320.616704,8684.884127,6218.121889,4488.877872,4389.634867,3180.638407,1429.933955,1210.988175,499.2177621,271.7448922,316.9114584,176852.1564,185452.8666,219689.337,64768.39368,14116.15294,2877.17994,88868.84329,25171.65273,5060.673274,93589.7736,83262.3828,56320.07264,48474.59289,71923.22798,62543.00898,29644.49379,33265.04699,4918.067684,5670.458636,1002.409491,1155.676866,41012.97118,45660.81168,8998.86585,10277.58581,1809.190695,2066.272898
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_186,Kajiado West Sub County,wYsCfCAUWNB,2774.945356,10482.30175,11001.35209,9796.681849,10039.08874,12523.00502,10781.88575,8475.775336,6762.762796,4647.485549,3016.369911,2006.314148,1395.254357,1096.95037,746.8251102,486.0458214,236.2709096,283.0012148,2663.008324,10045.41705,10408.42027,8951.125853,8160.382453,10732.58164,11234.823,9665.704114,8309.01121,6220.25495,3815.163109,2262.236655,1476.204074,922.5491262,644.3858496,368.7717879,194.075447,183.940842,2799.919864,10576.64247,11225.77967,9994.574822,10502.89464,12465.3992,11358.71664,9167.398603,7431.600036,5065.759248,3285.12847,2569.887792,1616.402172,1239.334528,871.0221261,466.1665473,293.6138594,292.8496571,2739.436663,10333.72052,10545.81141,9063.910039,8564.321385,10652.08727,11525.80492,10903.88081,9162.346661,6874.625771,4260.77416,2948.599256,1709.001457,988.234624,728.4137643,337.4630631,226.8741976,184.2719355,2853.118342,10777.59867,11822.99115,10821.12616,11765.34258,13810.41577,12110.66368,11573.84074,10161.96989,7114.858864,4523.950416,4177.352607,3324.615988,2032.384692,1398.948637,618.7894749,341.5610026,421.8499311,2870.381736,10827.67236,11526.57187,9540.671707,9460.149402,11832.33854,11759.77876,13598.22976,13800.32654,9897.398722,6236.06906,5140.293084,3636.2424,1518.620147,1014.46185,391.2546754,221.8602778,218.8413506,192810.3718,202972.6683,243142.5408,70887.08804,15449.71118,3148.988204,98356.14535,27858.8833,5600.931639,96552.31608,96258.05575,66626.17352,69066.69928,83376.54426,88725.86457,32445.0202,36407.60842,5382.679377,6206.148983,1097.10749,1264.854092,45391.36108,50535.38748,9959.55078,11374.78205,2002.333061,2286.860388
Kenya,KEN_1_5,Rift Valley,KEN_2_34,Kajiado,KEN_3_183,Kajiado North Sub County,BLz1HkvvMkA,4602.513374,17385.90818,17817.21287,15881.49225,17110.69903,22434.27827,19442.14452,15101.93287,11797.70887,7990.634587,5153.389337,3340.989559,2327.276812,1798.107195,1226.674157,754.5174614,375.8460761,449.6170194,4170.543536,15732.14736,15996.33263,13571.86012,12844.46566,18400.75515,19542.50388,16883.55292,14278.63169,10691.59696,6450.111426,3730.495343,2423.982636,1495.008298,993.5181049,558.9168608,297.1789869,268.9270823,4643.935994,17542.38135,18180.68401,16202.29839,17901.21333,22331.08059,20482.29925,16334.25059,12964.50228,8709.791699,5612.556327,4279.473526,2696.150187,2031.501509,1430.670069,723.6576972,467.0639187,465.2636917,4290.238136,16183.65999,16207.48422,13742.86556,13480.26671,18262.74949,20048.65473,19046.33605,15745.04717,11816.35296,7203.484441,4862.32763,2806.244698,1601.452889,1123.072866,511.4648193,347.4022357,269.411151,4732.170778,17875.6866,19147.8964,17542.22847,20052.93917,24740.60419,21838.22746,20621.99137,17727.66041,12232.90244,7729.051317,6956.284217,5545.441705,3331.459325,2297.799198,960.5832273,543.3354566,670.2123478,4495.311519,16957.23893,17714.78025,14465.74029,14890.3026,20286.26213,20455.64242,23752.68569,23715.19005,17012.00335,10543.01983,8476.495758,5970.846843,2460.952655,1564.10358,592.9923115,339.7246463,319.952683,323321.4711,340547.2901,408559.7196,118934.2681,25921.50619,5283.368489,165270.7874,46812.11898,9411.413783,164990.9424,158330.5286,116429.4747,117124.2678,145248.4918,150380.1745,54436.2145,61084.64008,9031.052758,10412.66904,1840.725581,2122.170621,76272.46837,84916.13055,16735.33253,19113.38818,3364.580427,3842.680248
