ET_ID,ADM0_EN,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,pop_2020
1699,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Mahongole,TZ1207091,15156.5908203125
1700,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Ubaruku,TZ1207103,37621.8984375
1701,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Igurusi,TZ1207113,28653.802734375
1702,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Kongolo,TZ1207121,13453.212890625
1703,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Mwatenga,TZ1207131,10726.01953125
1704,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Imalilosongwe,TZ1207141,14405.7978515625
1705,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Igava,TZ1207151,18327.564453125
1706,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Ipwani,TZ1207161,10343.78515625
1707,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Itambaleo,TZ1207171,12210.453125
1708,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Miyombweni,TZ1207181,12703.0185546875
1709,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbarali,TZ1207,Rujewa,TZ1207192,37230.65625
1710,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Sisimba,TZ1208012,5665.77978515625
1711,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Isanga,TZ1208022,13838.2802734375
1712,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iganzo,TZ1208032,16613.18359375
1713,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Mwansekwa,TZ1208042,2468.65356445313
1714,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Itagano,TZ1208052,3977.42724609375
1715,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Itezi,TZ1208062,25966.41796875
1716,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Nsalaga,TZ1208072,23398.044921875
1717,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Igawilo,TZ1208082,26730.1640625
1718,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iganjo,TZ1208092,11776.58984375
1719,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Uyole,TZ1208102,16284.765625
1720,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iduda,TZ1208112,7026.02978515625
1721,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Mwasanga,TZ1208122,1765.09289550781
1722,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Tembela,TZ1208132,3275.40405273438
1723,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Ilomba,TZ1208142,48816.78515625
1724,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Mwakibete,TZ1208152,39093.83984375
1725,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Ilemi,TZ1208162,35532.5234375
1726,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Isyesye,TZ1208172,11189.1552734375
1727,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Ruanda,TZ1208182,33320.2890625
1728,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iyela,TZ1208192,50794.87890625
1729,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Sinde,TZ1208202,7591.0986328125
1730,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Maanga,TZ1208212,9912.751953125
1731,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Mbalizi RD,TZ1208222,6342.20947265625
1732,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Forest,TZ1208232,11945.8828125
1733,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Mabatini,TZ1208242,8941.2421875
1734,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Nzovwe,TZ1208252,36570.74609375
1735,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Kalobe,TZ1208262,15036.998046875
1736,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iyunga,TZ1208272,24863.5234375
1737,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iwambi,TZ1208282,16559.431640625
1738,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Itende,TZ1208292,4353.986328125
1739,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Iziwa,TZ1208302,4438.82568359375
1740,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Nsoho,TZ1208312,1539.16784667969
1741,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Majengo,TZ1208322,4385.6083984375
1742,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Ghana,TZ1208332,5162.6337890625
1743,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Nonde,TZ1208342,3295.81787109375
1744,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Itiji,TZ1208352,5304.26025390625
1745,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Mbeya,TZ12,Mbeya Urban,TZ1208,Maendeleo,TZ1208362,4582.81640625
1746,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Chilulumo,TZ2609011,15870.2294921875
1747,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Kamsamba,TZ2609021,24300.4453125
1748,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Ivuna,TZ2609031,44386.11328125
1749,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Mpapa,TZ2609041,9437.8291015625
1750,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Mkulwe,TZ2609051,13329.2431640625
1751,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Chitete,TZ2609061,27548.4765625
1752,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Msangano,TZ2609071,22355.48046875
1753,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Chiwezi,TZ2609083,35608.3125
1754,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Nkangamo,TZ2609091,18447.59765625
1755,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Ndalembo,TZ2609101,16572.017578125
1756,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Kapele,TZ2609111,16465.263671875
1757,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Nzoka,TZ2609121,18833.55859375
1758,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Momba,TZ2609,Myunga,TZ2609131,16437.650390625
1759,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Songwe,TZ26,Tunduma,TZ2610,Tunduma,TZ2610012,134551.53125
1760,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Urughu,TZ1301011,15995.7001953125
1761,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Mtekente,TZ1301021,20591.490234375
1762,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Mtoa,TZ1301031,23259.89453125
1763,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Mgongo,TZ1301041,15541.173828125
1764,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Shelui,TZ1301053,17689.177734375
1765,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Ntwike,TZ1301061,19791.037109375
1766,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Tulya,TZ1301071,9794.58203125
1767,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Kidaru,TZ1301081,11474.9091796875
1768,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Kisiriri,TZ1301091,12488.478515625
1769,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Kiomboi,TZ1301103,30259.00390625
1770,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Kinampanda,TZ1301111,17483.943359375
1771,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Ulemo,TZ1301121,20456.49609375
1772,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Kyengege,TZ1301131,9483.357421875
1773,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Ndago,TZ1301143,17220.369140625
1774,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Mbelekese,TZ1301151,15038.0224609375
1775,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Kaselya,TZ1301161,11512.0810546875
1776,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Iramba,TZ1301,Ndulungu,TZ1301171,12084.38671875
1777,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mudida,TZ1302011,18182.9921875
1778,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Makuro,TZ1302021,23378.7734375
1779,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Ikhanoda,TZ1302031,13370.4404296875
1780,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mwasauya,TZ1302041,13889.41796875
1781,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Msange,TZ1302051,14849.9521484375
1782,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Maghojoa,TZ1302061,11416.8359375
1783,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Itaja,TZ1302071,9575.5166015625
1784,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Ngimu,TZ1302081,14315.2451171875
1785,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mughunga,TZ1302091,9462.5673828125
1786,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mgori,TZ1302101,10636.650390625
1787,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mughamo,TZ1302111,9039.185546875
1788,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Kinyagigi,TZ1302121,12030.7578125
1789,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Merya,TZ1302131,10148.2236328125
1790,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Kinyeto,TZ1302141,11268.6337890625
1791,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Ntonge,TZ1302151,9929.96875
1792,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Ilongero,TZ1302163,13138.76953125
1793,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mrama,TZ1302171,12072.9716796875
1794,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Kijota,TZ1302181,12438.5205078125
1795,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Mtinko,TZ1302191,24234.328125
1796,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Ughandi,TZ1302201,20205.033203125
1797,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida,TZ1302,Msisi,TZ1302211,12124.7724609375
1798,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Manyoni,TZ1303013,36093.171875
1799,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Solya,TZ1303023,6419.93505859375
1800,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Makuru,TZ1303031,17204.013671875
1801,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Chikuyu,TZ1303041,9266.7265625
1802,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Makanda,TZ1303051,13809.888671875
1803,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Kintinku,TZ1303063,12548.67578125
1804,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Mvumi,TZ1303071,11364.2822265625
1805,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Majiri,TZ1303081,16827.85546875
1806,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Sasajila,TZ1303091,10136.6279296875
1807,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Idodyandole,TZ1303101,15777.6875
1808,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Chikola,TZ1303111,17706.43359375
1809,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Heka,TZ1303121,11447.4765625
1810,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Nkonko,TZ1303131,16418.361328125
1811,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Sanza,TZ1303141,14751.9150390625
1812,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Isseke,TZ1303151,17425.513671875
1813,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Rungwa,TZ1303161,3172.8388671875
1814,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Mgandu,TZ1303171,19760.904296875
1815,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Itigi Mjini,TZ1303183,9771.009765625
1816,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Ipande,TZ1303191,14256.34765625
1817,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Sanjaranda,TZ1303201,12537.482421875
1818,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Aghondi,TZ1303211,7771.43017578125
1819,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Mkwese,TZ1303221,6663.20458984375
1820,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Muhalala,TZ1303231,5498.74169921875
1821,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Saranda,TZ1303241,13333.4130859375
1822,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Makutupora,TZ1303251,9313.4326171875
1823,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Sasilo,TZ1303261,16792.4375
1824,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Mwamagembe,TZ1303271,9471.3193359375
1825,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Mitundu,TZ1303283,32716.201171875
1826,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Kitaraka,TZ1303291,13865.6103515625
1827,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Manyoni,TZ1303,Itigi Majengo,TZ1303303,21365.5703125
1828,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mtipa,TZ1304011,10966.23046875
1829,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mughanga,TZ1304022,2295.89428710938
1830,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mitunduru,TZ1304032,11038.5869140625
1831,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Majengo,TZ1304042,11284.4169921875
1832,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Umyambwa,TZ1304051,11718.3330078125
1833,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mungu maji,TZ1304061,6244.36572265625
1834,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Unyamikumbi,TZ1304071,16654.890625
1835,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mtamaa,TZ1304081,8914.466796875
1836,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Kindai,TZ1304092,18440.14453125
1837,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Ipembe,TZ1304102,2143.77783203125
1838,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Utemini,TZ1304112,14186.193359375
1839,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mwankoko,TZ1304121,14302.9140625
1840,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Mandewa,TZ1304131,22616.19140625
1841,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Minga,TZ1304142,16791.138671875
1842,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Misuna,TZ1304152,21689.267578125
1843,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Singida Urban,TZ1304,Uhamaka,TZ1304161,7970.515625
1844,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Puma,TZ1305013,12638.48828125
1845,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Kituntu,TZ1305021,10814.2021484375
1846,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Mungaa,TZ1305033,23075.923828125
1847,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Siuyu,TZ1305041,10118.7841796875
1848,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Kikio,TZ1305051,9857.72265625
1849,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Lighwa,TZ1305061,9015.1240234375
1850,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Misughaa,TZ1305071,8418.5146484375
1851,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Ntuntu,TZ1305081,14405.2236328125
1852,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Dung'unyi,TZ1305091,12844.6357421875
1853,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Mang'onyi,TZ1305101,18697.841796875
1854,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Mkiwa,TZ1305111,6383.8310546875
1855,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Issuna,TZ1305121,15520.2763671875
1856,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Unyahati,TZ1305131,12476.763671875
1857,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Ikungi,TZ1305143,15928.1728515625
1858,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Iglansoni,TZ1305151,14286.66015625
1859,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Iseke,TZ1305161,8821.611328125
1860,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Ihanja,TZ1305171,10532.1025390625
1861,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Minyughe,TZ1305181,23467.791015625
1862,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Muhintiri,TZ1305191,11122.0625
1863,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Iyumbu,TZ1305201,11745.9912109375
1864,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Mgungira,TZ1305211,8227.5888671875
1865,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Mwaru,TZ1305221,14762.0126953125
1866,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Ighombwe,TZ1305231,16968.623046875
1867,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Mtunduru,TZ1305241,21522.193359375
1868,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Sepuka,TZ1305251,15847.185546875
1869,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Ikungi,TZ1305,Irisya,TZ1305261,7503.4599609375
1870,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Mkalama,TZ1306,Mpambala,TZ1306011,12933.12890625
1871,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Singida,TZ13,Mkalama,TZ1306,Mwangeza,TZ1306021,22842.04296875
