ET_ID,ADM0_EN,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,pop_2020
950,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Kawe,TZ0701152,107007.390625
951,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Kunduchi,TZ0701162,110425.0703125
952,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Mbweni,TZ0701172,19776.640625
953,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Bunju,TZ0701182,94687.25
954,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Makuburi,TZ0701192,96633.3203125
955,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Mburahati,TZ0701202,56160.8671875
956,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Makumbusho,TZ0701212,95830.7265625
957,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Sinza,TZ0701222,53903.8046875
958,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Kijitonyama,TZ0701232,77871.359375
959,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Kimara,TZ0701242,115323.6953125
960,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Mikocheni,TZ0701252,50369.3125
961,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Mbezi,TZ0701262,108522.390625
962,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Hananasifu,TZ0701272,60658.453125
963,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Saranga,TZ0701282,161309
964,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Kwembe,TZ0701292,92672.3046875
965,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Msigani,TZ0701302,83940.03125
966,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Mbezi Juu,TZ0701312,63503.25390625
967,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Makongo,TZ0701322,66285.234375
968,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Mabwepande,TZ0701332,38432.6796875
969,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Kinondoni,TZ0701,Wazo,TZ0701342,140293.203125
970,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Ukonga,TZ0702012,140996.390625
971,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Pugu,TZ0702022,85381.3203125
972,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Msongola,TZ0702032,45860.96484375
973,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Tabata,TZ0702042,129173.828125
974,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kinyerezi,TZ0702052,71231.5078125
975,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Ilala,TZ0702062,58966.1953125
976,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Mchikichini,TZ0702072,46363.953125
977,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Vingunguti,TZ0702082,215744.484375
978,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kipawa,TZ0702092,131754.8125
979,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Buguruni,TZ0702102,117971.515625
980,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kariakoo,TZ0702112,22915.390625
981,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Jangwani,TZ0702122,17980.751953125
982,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Gerezani,TZ0702132,27328.501953125
983,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kisutu,TZ0702142,9425.501953125
984,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Mchafukoge,TZ0702152,22066.8984375
985,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Upanga Mashariki,TZ0702162,22892.599609375
986,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Upanga Magharibi,TZ0702172,19864.4296875
987,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kivukoni,TZ0702182,12747.4248046875
988,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kiwalani,TZ0702192,128687.640625
989,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Segerea,TZ0702202,159264.140625
990,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kitunda,TZ0702212,111730.9375
991,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Chanika,TZ0702222,78616.9921875
992,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kivule,TZ0702232,138614.09375
993,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Gongolamboto,TZ0702242,99638.5078125
994,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Majohe,TZ0702252,143174.96875
995,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Ilala,TZ0702,Kimanga,TZ0702262,120014.453125
996,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kigamboni,TZ0703012,41461.484375
997,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Vijibweni,TZ0703022,49856.77734375
998,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kibada,TZ0703032,14825.3759765625
999,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kisarawe II,TZ0703042,14969.7421875
1000,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Somangila,TZ0703052,31853.7265625
1001,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kimbiji,TZ0703062,10737.5908203125
1002,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Mbagala,TZ0703072,88734.171875
1003,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Chamazi,TZ0703082,108009
1004,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Yombo Vituka,TZ0703092,125640.03125
1005,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Charambe,TZ0703102,162792.1875
1006,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Toangoma,TZ0703112,81304.109375
1007,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Miburani,TZ0703122,78106.1328125
1008,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Temeke,TZ0703132,56815.140625
1009,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Mtoni,TZ0703142,109020.5703125
1010,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Keko,TZ0703152,48086.2265625
1011,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kurasini,TZ0703162,45232.27734375
1012,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Azimio,TZ0703172,139348.859375
1013,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Tandika,TZ0703182,87144.2265625
1014,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Sandali,TZ0703192,68645.9296875
1015,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Chang'ombe,TZ0703202,41695.86328125
1016,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Mbagala Kuu,TZ0703212,130839.5546875
1017,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Makangarawe,TZ0703222,92781.1796875
1018,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Pemba Mnazi,TZ0703232,15800.603515625
1019,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Mjimwema,TZ0703242,48628.35546875
1020,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Tungi,TZ0703252,43570.5625
1021,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kijichi,TZ0703262,108563.375
1022,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Mianzini,TZ0703272,196116.328125
1023,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kiburugwa,TZ0703282,113000.6171875
1024,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Buza,TZ0703292,115292.4921875
1025,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dar-es-salaam,TZ07,Temeke,TZ0703,Kilakala,TZ0703302,76883.75
1026,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Tingi,TZ0801011,7573.36083984375
1027,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Miteja,TZ0801021,6544.18212890625
1028,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Mingumbi,TZ0801031,11509.9775390625
1029,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kinjumbi,TZ0801041,16193.48046875
1030,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Chumo,TZ0801051,16133.94921875
1031,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kipatimu,TZ0801061,17012.345703125
1032,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kandawale,TZ0801071,5751.9736328125
1033,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Njinjo,TZ0801081,9354.3974609375
1034,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Mitole,TZ0801091,3876.97998046875
1035,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Miguruwe,TZ0801101,3883.59985351563
1036,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Likawage,TZ0801111,4108.68359375
1037,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Nanjirinji,TZ0801121,8401.40625
1038,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kirnjernje,TZ0801131,11138.2001953125
1039,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Mandawa,TZ0801141,15126.837890625
1040,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Lihimalyao,TZ0801151,11680.3466796875
1041,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Pande,TZ0801161,13069.1884765625
1042,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kikole,TZ0801171,5011.84716796875
1043,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kivinjesingino,TZ0801183,22198.978515625
1044,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Songosongo,TZ0801191,1855.35534667969
1045,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Masoko,TZ0801202,14691.4462890625
1046,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Kilwa,TZ0801,Kibata,TZ0801211,9835.4619140625
1047,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mipingo,TZ0802011,6715.4560546875
1048,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Kitomanga,TZ0802021,5496.64990234375
1049,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mchinga,TZ0802031,6259.576171875
1050,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Kilolambwani,TZ0802041,6988.10107421875
1051,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Kilangala,TZ0802051,7246.22607421875
1052,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Kiwalala,TZ0802063,14822.0146484375
1053,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Navanga,TZ0802071,4264.9072265625
1054,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mnolela,TZ0802081,13220.2109375
1055,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Sudi,TZ0802091,6603.22265625
1056,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Nachunyu,TZ0802101,7471.88134765625
1057,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mtama,TZ0802113,6632.94091796875
1058,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Nyangao,TZ0802123,10975.81640625
1059,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Namupa,TZ0802131,6454.99560546875
1060,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Nyengedi,TZ0802141,6470.9462890625
1061,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mtua,TZ0802151,3373.24853515625
1062,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Nahukahuka,TZ0802161,5539.89794921875
1063,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Nyangamara,TZ0802171,8416.5302734375
1064,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mandwanga,TZ0802181,10333.728515625
1065,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mnara,TZ0802191,11252.38671875
1066,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Chiponda,TZ0802201,6868.34619140625
1067,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Pangatena,TZ0802211,4977.34375
1068,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Longa,TZ0802221,3643.48950195313
1069,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Rutamba,TZ0802231,12371.4580078125
1070,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Milola,TZ0802241,10774.8154296875
1071,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Kiwawa,TZ0802251,2903.49267578125
1072,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Mtumbya,TZ0802261,2122.60791015625
1073,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Matimba,TZ0802271,5513.53515625
1074,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Nangaru,TZ0802281,5875.8720703125
1075,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Majengo,TZ0802293,5814.4814453125
1076,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Lindi,TZ0802,Namangale,TZ0802301,6438.41259765625
1077,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Nachingwea,TZ0803,Nambambo,TZ0803012,18746.658203125
1078,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Nachingwea,TZ0803,Kilimanihewa,TZ0803023,8948.080078125
1079,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Nachingwea,TZ0803,Ruponda,TZ0803031,7242.70263671875
1080,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Nachingwea,TZ0803,Minero Miembeni,TZ0803041,9773.3115234375
1081,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Lindi,TZ08,Nachingwea,TZ0803,Namapwia,TZ0803051,4885.52587890625
